nature_code,business_nature,line_code,business_line,license,permit,sanitary,garbage
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46632,"Wholesale  of cement, hydraulic",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46633,"Wholesale of masonry materials, except cement",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46634,Wholesale of flat glass,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46635,"Wholesale of hardware, paints, varnishes and lacquers, and plumbing materials, including fittings and fixtures",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46636,Wholesale of electrical materials,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46637,Wholesale of wallpaper and floor coverings,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46639,"Wholesale of construction materials and supplies, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46691,Wholesale of industrial chemical products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46692,Wholesale of fertilizers and agro-chemical products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46693,"Wholesale of non-metallic products except cement, sand and gravel",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46694,"Wholesale of scrap metals, waste and junk",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46695,"Wholesale of scraps, except metal",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46699,"Wholesale of other waste and scrap and other products, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46900,Non-specialized wholesale trade,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47111,Retail selling in groceries,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47112,Retail selling in supermarkets,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47113,Retail selling in sari-sari stores,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47114,Retail selling in convenience stores,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47115,Retail selling in hypermarkets,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47116,Retail selling of food products in pasalubong store/center,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47191,Retail selling in department stores,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47199,"Retail selling in non-specialized stores, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47211,Retail sale of fruits and vegetables,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47212,Retail sale of eggs and dairy products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47213,Retail sale of meat and poultry products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47214,Retail sale of bakery products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47215,Retail sale of fish and other seafood (fresh and dried),,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47216,"Retail sale of rice, corn and other cereals",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47219,"Retail sale of food products, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47221,Retail sale of alcoholic beverages (not consumed on the spot),,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47222,Retail sale of non-alcoholic beverages (not consumed on the spot),,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47230,Retail sale of tobacco products in specialized stores,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47300,Retail sale of automotive fuel in specialized stores,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47411,Retail sale of computers,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47412,Retail sale of computer peripheral equipment,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47413,Retail sale of computer software,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47414,"Retail sale of mobile phones and other handheld mobile devices (e.g. cellular phones, smart phones, tablets)",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47415,Retail sale of parts and accessories of cellular phones and other handheld mobile devices,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47419,"Retail sale of other telecommunications equipment, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47421,"Retail sale of radio and television, including parts and accessories",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47422,Retail sale of audio and video equipment,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47423,"Retail sale of stereo equipment, CD and DVD players and equipment",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47429,"Retail sale of audio and video equipment, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47511,"Retail sale of textiles, all kinds",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47512,Retail sale of modistes' supplies,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47521,Retail sale of hardware materials,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47522,Retail sale of glass and mirror,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47523,Retail sale of lumber,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47524,Retail sale of construction materials,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47525,Retail sale of masonry materials,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47526,"Retail sale of nipa, bamboo and rattan",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47527,"Retail sale of paints, varnishes and lacquers",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47529,"Retail sale of construction supplies, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47530,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47591,"Retail sale of home furnishing, furniture and fixtures, including lamps and lamp shades",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47592,"Retail sale of chinaware, glassware, earthenware and utensils",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47593,"Retail sale of household appliances, articles and equipment",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47594,"Retail sale of musical instruments and records, tapes and cartridges",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47595,Retail sale of handicrafts,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47599,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47610,"Retail sale of books, newspapers and stationery in specialized stores",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47620,Retail sale of music and video recordings in specialized stores,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47631,Retail sale of sporting goods and athletic supplies,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47632,"Retail sale of marine supplies, including nets and gears",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47633,Retail sale of camping goods and bicycles,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47640,Retail sale of games and toys in specialized stores,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47711,"Retail sale of wearing apparel, except footwear",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47712,Retail sale of made-up textile goods,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47713,"Retail sale of footwear, all kinds",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47714,"Retail sale of leather and artificial leather goods and travel accessories, except footwear",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47719,"Retail sale of other clothing, footwear and leather articles in specialized stores, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47721,Retail sale of drugs and pharmaceutical goods,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47722,"Retail sale of medical, surgical and orthopedic goods/instruments and dental supplies",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47723,"Retail sale of perfumery, cosmetic and toilet articles",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47731,"Retail sale of feeds, fertilizers and insecticides",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47732,Retail sale of gifts and novelty goods,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47733,"Retail sale of office machines and equipment, excluding computers and computer peripheral equipment",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47734,"Retail sale of jewelry, watches and clocks",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47735,Retail sale of fresh and artificial flowers and plants,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47736,Retail sale of beauty parlor supplies and equipment,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47737,"Retail sale of art goods, marble products, painting and artists' supplies",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47738,Retail sale of optical goods and supplies,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47739,"Other retail sale of new goods in specialized stores, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47741,"Retail sale of second-hand clothing, footwear and leather articles",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47742,Retail sale of books and other goods,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47743,Retail sale of antiques and auctioning houses,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47749,"Retail sale of second-hand goods, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47750,Retail sale of liquefied petroleum gas and other fuel products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47761,Retail sale of pet,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47762,Retail sale of pet supplies,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47810,"Retail sale via stalls and markets of food, beverages and tobacco products",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47820,"Retail sale via stalls and markets of textiles, clothing and footwear",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47891,Retail sale of prepaid cards,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47892,Retail sale of internet card,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47893,Retail sale of electronic load,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47894,Retail sale of music and video recordings,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47895,Retail sale of household appliances and consumer electronics,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47896,Retail sale of books,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47897,Retail sale of games and toys,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47898,Retail sale of carpets and rugs,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47899,"Other retail sale via stalls and markets of other goods, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47911,Retail sale via mail order,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47912,Retail sale via telephone order,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47913,Retail sale via internet,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47991,Door-to-door retailing,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47992,Selling by vending machine,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47993,"Retail sale of health products, non-store",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47994,Retail sale of water (including distribution),,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47999,"Other retail sale not in stores, stalls or markets, n.e.c",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49111,Inter-urban passenger railway transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49112,Urban and suburban passenger railway transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49120,Freight rail transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49201,Inter-urban bus line operation,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49202,Urban and suburban bus line operation,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49203,Local bus line operation,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49204,"Chartered buses operation (e.g. tourist buses, renting of bus)",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49205,Operation of school buses/shuttle,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49209,"Transport via buses, n.e.c.",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49310,"Urban or suburban passenger land transport, except railway or bus",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49321,Jeepney and UV Express operation,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49322,Tricycles and pedicabs operation,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49323,Public utility cars and taxicabs operation,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49324,Chartered cars (rent-a-car),,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49325,Operations of vehicles for transportation network service (ride-sharing services),,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49326,"Public Utility Electric Vehicle (EV) Operation such as Plug-in electric vehicle (PEV), Battery Electric Vehicle (BEV) and Hybrid Electric Vehicle (HEV) ",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49329,"Other land transport operation, n.e.c.",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49331,Truck-for-hire operation (with driver),,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49332,Freight truck operation,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49333,Tank truck delivery services,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49339,"Freight transport operation, by road, n.e.c.",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,49400,Transport via pipeline,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,50111,Ocean passenger transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,50112,Interisland water passenger transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,50113,Renting of ship with operator,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,50121,Ocean freight transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,50122,Interisland water freight transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,50123,Towing and pushing services on coastal and trans-oceanic waters,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,50210,Inland passenger water transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,50220,Inland freight water transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,51101,Domestic air passenger transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,51102,International air passenger transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,51103,Non-scheduled air passenger transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,51201,Domestic air-freight transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,51202,International air freight transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,51203,Non-scheduled air freight transport,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52101,General bonded warehouses except grain warehouse,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52102,Grain warehouses,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52103,Customs bonded warehouses,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52104,Cold storage,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52109,"Storage and warehousing, n.e.c.",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52211,Freight terminal facilities for trucking companies,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52212,Operation of parking lots,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52213,Operation of toll roads and bridges,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52219,"Other supporting land transport activities, including towing services and truck weighing services, n.e.c.",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52220,Service activities incidental to water transportation,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52230,Service activities incidental to air transportation,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52241,"Containerized cargo handling, auxiliary activity to land transport ",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52242,"Non- containerized cargo handling, auxiliary activity to land transport",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52243,"Cargo handling, auxiliary activity to water transport",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52244,"Cargo handling, auxiliary activity to air transport",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52291,Freight forwarding services,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52292,Customs brokerage (ship and aircraft),,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52293,Logistics services,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,52299,"Activities of other transport agencies, n.e.c.",,,,
2019-H,(H) TRANSPORTATION AND STORAGE,53100,Postal activities,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,53201,Private postal service,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,53202,Messenger service,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,53203,Delivery of food ,,,,
2019-H,(H) TRANSPORTATION AND STORAGE,53209,"Other courier activities, n.e.c.",,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55101,Hotels,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55102,Resort hotels,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55103,Condotels,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55104,Pension houses,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55105,Camping sites/facilities,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55106,Motels,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55107,Tourist Inn,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55109,"Other short term accommodation activities, n.e.c",,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55901,Dormitories/boarding houses,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55909,"Other accommodation, n.e.c.",,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56101,Restaurants (full-service),,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56102,Fast-food restaurants/ Quick Service Restaurant,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56103,Cafeterias,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56104,"Refreshment stands, kiosks and counters",,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56105,"Mobile food services e.g., truck, van and other motorized vehicles and non-motorized carts",,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56106,Buffet and eat-all-you-can restaurants,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56107,Carinderia or eatery,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56108,"Food-to-go counter (e.g., fried/lechon/grilled chicken, pork, beef or fish and other related products)",,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56109,"Other restaurants and mobile food service activities, n.e.c.",,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56210,Event catering,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56290,Other food service activities,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56301,Night clubs,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56302,Bars and cocktail lounges,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56303,CafŽ or coffee shops,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56304,Tea shops,,,,
2019-I,(I) ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56309,"Other beverage serving activities, n.e.c.",,,,
2019-J,(J) INFORMATION AND COMMUNICATION,58110,Book Publishing,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,58120,Publishing of directories and mailing lists,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,58130,"Publishing of newspapers, journals and periodicals",,,,
2019-J,(J) INFORMATION AND COMMUNICATION,58190,Other publishing activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,58200,Software publishing,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59111,"Complete production of motion picture, video and television programme activities",,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59112,Pre and main production of traditional and 2D animation,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59113,Pre and main production of 3D animation,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59119,Pre and main production of other motion films and etc.,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59121,Post production of traditional and 2D animation,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59122,Post production of 3D animation,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59129,Post production of other motion films and etc.,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59130,"Motion picture, video and television programme distribution activities",,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59140,Motion picture projection activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,59201,Sound recording activities,,,,
