business_bin,application_type,application_date,year,qtr_from,qtr_to,amount,discount,surcharge,interest,total,issued_date,valid_until,or_no,or_date,permit_no,business_plate_number,mode_of_payment
0403424-2025-0009281,N,02/12/2025,2025,1,4,3933,0,0,0,3933,01/09/2025,12/31/2025,9946809,01/09/2025,,8393,MANUAL
0403424-2024-0009284,R,01/02/2025,2025,1,4,3538,0,0,0,3538,01/09/2025,12/31/2025,9946756,01/08/2025,,8396,MANUAL
0403424-2024-0009285,R,01/09/2025,2025,1,4,5716,0,0,0,5716,01/09/2025,12/31/2025,5812989,01/09/2025,,8397,MANUAL
0403424-2024-0009286,R,01/16/2025,2025,1,4,3248,0,0,0,3248,02/04/2025,12/31/2025,2371813,01/28/2025,,8398,MANUAL
0403424-2025-0009287,N,01/09/2025,2025,1,4,11758,0,0,0,11758,01/14/2025,12/31/2025,5812976,01/09/2025,,8399,MANUAL
0403424-2024-0009288,R,01/18/2025,2025,1,4,14998,0,0,0,14998,01/28/2025,12/31/2025,2379503,01/28/2025,,8400,MANUAL
0403424-2024-0009294,R,01/02/2025,2025,1,4,3598,0,0,0,3598,01/28/2025,12/31/2025,2379440,01/28/2025,,8406,MANUAL
0403424-2024-0009295,R,02/04/2025,2025,1,4,4118,0,0,0,4118,01/28/2025,12/31/2025,2379439,01/28/2025,,8407,MANUAL
0403424-2024-0009296,R,01/03/2025,2025,1,4,4678,0,0,0,4678,01/28/2025,12/31/2025,2373119,01/28/2025,,8408,MANUAL
0403424-2024-0009297,R,01/18/2025,2025,1,4,8748,0,0,0,8748,01/25/2025,12/31/2025,9979387,01/22/2025,,8409,MANUAL
0403424-2024-0009298,R,01/18/2025,2025,1,4,3018,0,0,0,3018,01/18/2025,12/31/2025,9962725,01/18/2025,,8410,MANUAL
0403424-2024-0009301,R,01/18/2025,2025,1,4,4450.5,0,0,0,4450.5,02/06/2025,12/31/2025,2402496,02/06/2025,,8413,MANUAL
0403424-2024-0009303,R,01/06/2025,2025,1,4,86472.49,0,0,0,86472.49,03/19/2025,12/31/2025,2426463,03/19/2025,,8415,MANUAL
0403424-2024-0009307,R,01/24/2025,2025,1,4,3848,0,0,0,3848,01/24/2025,12/31/2025,9979575,01/24/2025,,8419,MANUAL
0403424-2024-0009309,R,01/31/2025,2025,1,4,3598,0,0,0,3598,01/24/2025,12/31/2025,9964260,01/24/2025,,8421,MANUAL
0403424-2024-0009314,R,01/18/2025,2025,1,4,3804.75,0,0,0,3804.75,02/05/2025,12/31/2025,2386437,01/31/2025,,8426,MANUAL
0403424-2024-0009315,R,01/06/2025,2025,1,4,4336,0,0,0,4336,02/17/2025,12/31/2025,2372134,01/31/2025,,8427,MANUAL
0403424-2025-0009318,N,01/20/2025,2025,1,4,3198,0,0,0,3198,03/28/2025,12/31/2025,2447974,03/26/2025,,8430,MANUAL
0403424-2024-0009323,R,01/18/2025,2025,1,4,3398,0,0,0,3398,01/13/2025,12/31/2025,9963434,01/13/2025,,8435,MANUAL
0403424-2025-0009327,N,01/09/2025,2025,1,4,2793,0,0,0,2793,01/09/2025,12/31/2025,5812975,01/09/2025,,8439,MANUAL
0403424-2024-0009328,R,01/18/2025,2025,1,4,3228,0,0,0,3228,01/27/2025,12/31/2025,2373084,01/28/2025,,8440,MANUAL
0403424-2024-0009329,R,01/06/2025,2025,1,4,3466,0,0,0,3466,01/04/2025,12/31/2025,4864817,01/02/2025,,8441,MANUAL
0403424-2024-0009331,R,01/21/2025,2025,1,4,20773,0,0,0,20773,01/22/2025,12/31/2025,5812980,01/09/2025,,8443,MANUAL
0403424-2024-0009335,R,01/04/2025,2025,1,4,3798,0,0,0,3798,02/14/2025,12/31/2025,2389931,02/14/2025,,8447,MANUAL
0403424-2025-0009336,N,01/20/2025,2025,1,4,2748,0,0,0,2748,01/10/2025,12/31/2025,9946418,01/10/2025,,8448,MANUAL
0403424-2024-0009337,R,01/23/2025,2025,1,4,11062.91,0,0,0,11062.91,01/23/2025,12/31/2025,9979256,01/21/2025,,8449,MANUAL
0403424-2024-0009338,R,01/27/2025,2025,1,4,8793,0,0,0,8793,01/21/2025,12/31/2025,9979254,01/21/2025,,8450,MANUAL
0403424-2024-0009339,R,01/16/2025,2025,1,4,6948,0,0,0,6948,01/04/2025,12/31/2025,4864953,01/04/2025,,8451,MANUAL
0403424-2024-0009342,R,01/04/2025,2025,1,4,7553.5,0,0,0,7553.5,01/07/2025,12/31/2025,5812749,01/07/2025,,8454,MANUAL
0403424-2024-0009343,R,01/23/2025,2025,1,4,3998,0,0,0,3998,01/11/2025,12/31/2025,9963370,01/11/2025,,8455,MANUAL
0403424-2024-0009344,R,02/11/2025,2025,1,4,3948,0,0,0,3948,01/11/2025,12/31/2025,9963369,01/11/2025,,8456,MANUAL
0403424-2024-0009346,R,01/03/2025,2025,1,1,186752.12,0,0,0,186752.12,01/20/2025,12/31/2025,9962474,01/17/2025,,8458,MANUAL
0403424-2024-0009346,R,01/03/2025,2025,2,2,75286.56,0,0,0,75286.56,01/20/2025,12/31/2025,1396867,04/10/2025,,8458,MANUAL
0403424-2024-0009347,R,01/07/2025,2025,1,1,118697.32,0,0,0,118697.32,01/20/2025,12/31/2025,9962469,01/17/2025,,8459,MANUAL
0403424-2024-0009347,R,01/07/2025,2025,2,2,41319.16,0,0,0,41319.16,01/22/2025,12/31/2025,1396870,04/10/2025,,8459,MANUAL
0403424-2024-0009348,R,01/22/2025,2025,1,4,6348,0,0,0,6348,01/22/2025,12/31/2025,9964121,01/22/2025,,8460,MANUAL
0403424-2024-0009350,R,01/22/2025,2025,1,4,6248,0,0,0,6248,01/22/2025,12/31/2025,9964120,01/22/2025,,8462,MANUAL
0403424-2024-0009351,R,01/28/2025,2025,1,4,3718,0,0,0,3718,01/30/2025,12/31/2025,9978728,01/28/2025,,8463,MANUAL
0403424-2025-0009353,N,01/20/2025,2025,1,4,2748,0,0,0,2748,01/10/2025,12/31/2025,9946419,01/10/2025,,8465,MANUAL
0403424-2024-0009359,R,01/17/2025,2025,1,4,3648,0,0,0,3648,01/18/2025,12/31/2025,9966318,01/18/2025,,8471,MANUAL
0403424-2024-0009360,R,01/14/2025,2025,1,4,3548,0,0,0,3548,01/14/2025,12/31/2025,9961858,01/14/2025,,8472,MANUAL
0403424-2024-0009361,R,01/02/2025,2025,1,4,3398,0,0,0,3398,01/27/2025,12/31/2025,2373056,01/27/2025,,8473,MANUAL
0403424-2024-0009362,R,01/16/2025,2025,1,4,3733,0,0,0,3733,01/27/2025,12/31/2025,2371751,01/27/2025,,8474,MANUAL
0403424-2025-0009364,N,01/24/2025,2025,1,4,3428,0,0,0,3428,01/09/2025,12/31/2025,5812982,01/09/2025,,8476,MANUAL
0403424-2024-0009367,R,01/10/2025,2025,1,1,1277827.74,0,0,0,1277827.74,01/30/2025,12/31/2025,2369255,01/28/2025,,8479,MANUAL
0403424-2024-0009367,R,01/10/2025,2025,2,2,631039.87,0,0,0,631039.87,01/30/2025,12/31/2025,1413104,04/15/2025,,8479,MANUAL
0403424-2024-0009368,R,01/28/2025,2025,1,1,1678401.08,0,0,0,1678401.08,01/28/2025,12/31/2025,2369257,01/28/2025,,8480,MANUAL
0403424-2024-0009368,R,01/28/2025,2025,2,2,830726.54,0,0,0,830726.54,02/17/2025,12/31/2025,1413102,04/15/2025,,8480,MANUAL
0403424-2024-0009369,R,01/03/2025,2025,1,1,8334,0,0,0,8334,02/17/2025,12/31/2025,2371955,01/30/2025,,8481,MANUAL
0403424-2024-0009369,R,01/03/2025,2025,2,2,675,0,0,0,675,01/21/2025,12/31/2025,2372512,03/28/2025,,8481,MANUAL
0403424-2024-0009370,R,01/09/2025,2025,1,4,2354.72,0,0,0,2354.72,02/28/2025,12/31/2025,9939539,01/21/2025,,8482,MANUAL
0403424-2024-0009371,R,01/04/2025,2025,1,1,57737.64,0,0,0,57737.64,02/28/2025,12/31/2025,9944585,1/14/2025,,8483,MANUAL
0403424-2024-0009371,R,01/04/2025,2025,2,2,20155.81,0,0,0,20155.81,02/28/2025,12/31/2025,2372540,03/28/2025,,8483,MANUAL
0403424-2024-0009374,R,01/23/2025,2025,1,4,3598,0,0,0,3598,01/22/2025,12/31/2025,9977029,01/22/2025,,8486,MANUAL
0403424-2025-0009380,N,01/03/2025,2025,1,4,4150,0,0,0,4150,01/14/2025,12/31/2025,9965968,01/14/2025,,8492,MANUAL
0403424-2025-0009381,N,01/03/2025,2025,1,4,2528,0,0,0,2528,01/16/2025,12/31/2025,9946925,01/10/2025,,8493,MANUAL
0403424-2024-0009383,R,01/07/2025,2025,1,4,4268,0,0,0,4268,02/07/2025,12/31/2025,2402757,02/07/2025,,8495,MANUAL
0403424-2024-0009385,R,01/28/2025,2025,1,4,3366,0,0,0,3366,01/04/2025,12/31/2025,7060097,01/02/2025,,8497,MANUAL
0403424-2024-0009386,R,01/07/2025,2025,1,4,2916,0,0,0,2916,01/10/2025,12/31/2025,5813032,01/10/2025,,8498,MANUAL
0403424-2025-0009388,N,01/11/2025,2025,1,4,2671,0,0,0,2671,01/11/2025,12/31/2025,9963371,01/11/2025,,8500,MANUAL
0403424-2025-0009389,N,01/16/2025,2025,1,4,17728,0,0,0,17728,03/18/2025,12/31/2025,9946132,01/09/2025,,8501,MANUAL
0403424-2025-0009390,N,01/21/2025,2025,1,4,3523,0,0,0,3523,01/11/2025,12/31/2025,9946877,01/10/2025,,8502,MANUAL
0403424-2024-0009393,R,01/21/2025,2025,1,4,2698,0,0,0,2698,01/21/2025,12/31/2025,9976715,01/21/2025,,8505,MANUAL
0403424-2024-0009395,R,01/17/2025,2025,1,1,164917.5,0,0,0,164917.5,04/11/2025,12/31/2025,2372020,01/31/2025,,8507,MANUAL
0403424-2024-0009395,R,01/17/2025,2025,2,2,71417.75,0,0,0,71417.75,04/11/2025,12/31/2025,2372628,04/11/2025,,8507,MANUAL
0403424-2024-0009396,R,01/10/2025,2025,1,4,7366,0,0,0,7366,01/11/2025,12/31/2025,9946894,01/10/2025,,8508,MANUAL
0403424-2024-0009398,R,01/02/2025,2025,1,4,3498,0,0,0,3498,01/04/2025,12/31/2025,4864804,01/02/2025,,8510,MANUAL
0403424-2024-0009399,R,01/10/2025,2025,1,4,3668,0,0,0,3668,02/07/2025,12/31/2025,2402766,02/07/2025,,8511,MANUAL
0403424-2024-0009400,R,01/27/2025,2025,1,4,2538,0,0,0,2538,01/18/2025,12/31/2025,9963377,01/11/2025,,8512,MANUAL
0403424-2024-0009401,R,01/31/2025,2025,1,4,10716,0,0,0,10716,01/30/2025,12/31/2025,2373899,01/30/2025,,8513,MANUAL
0403424-2024-0009402,R,02/03/2025,2025,1,4,2738,0,0,0,2738,01/18/2025,12/31/2025,9963376,01/11/2025,,8514,MANUAL
0403424-2025-0009403,N,01/31/2025,2025,1,4,2948,0,0,0,2948,01/10/2025,12/31/2025,9946893,01/10/2025,,8515,MANUAL
0403424-2025-0009404,N,01/22/2025,2025,1,4,2803,0,0,0,2803,01/17/2025,12/31/2025,9946898,01/10/2025,,8516,MANUAL
0403424-2025-0009405,N,01/03/2025,2025,1,4,3478,0,0,0,3478,01/10/2025,12/31/2025,9963314,01/10/2025,,8517,MANUAL
0403424-2025-0009407,N,01/09/2025,2025,1,4,2878,0,0,0,2878,01/10/2025,12/31/2025,9946927,01/10/2025,,8519,MANUAL
0403424-2024-0009408,R,01/22/2025,2025,1,4,3998,0,0,0,3998,01/22/2025,12/31/2025,9976961,01/22/2025,,8520,MANUAL
0403424-2025-0009409,N,01/10/2025,2025,1,4,2528,0,0,0,2528,01/10/2025,12/31/2025,9946928,01/10/2025,,8521,MANUAL
0403424-2025-0009410,N,01/30/2025,2025,1,4,6408,0,0,0,6408,01/22/2025,12/31/2025,9944450,01/10/2025,,8522,MANUAL
0403424-2025-0009411,N,01/16/2025,2025,1,4,2252,0,0,0,2252,01/11/2025,12/31/2025,9946458,01/10/2025,,8523,MANUAL
0403424-2024-0009412,R,01/04/2025,2025,1,4,3718,0,0,0,3718,01/21/2025,12/31/2025,9939513,01/20/2025,,8524,MANUAL
0403424-2024-0009413,R,02/10/2025,2025,1,4,2523,0,0,0,2523,01/27/2025,12/31/2025,2379389,01/27/2025,,8525,MANUAL
0403424-2025-0009414,N,01/16/2025,2025,1,4,4028,0,0,0,4028,01/11/2025,12/31/2025,9946985,01/11/2025,,8526,MANUAL
0403424-2024-0009415,R,01/17/2025,2025,1,4,3398,0,0,0,3398,02/03/2025,12/31/2025,2387488,02/03/2025,,8527,MANUAL
0403424-2024-0009416,R,02/23/2025,2025,1,4,6763,0,0,0,6763,02/10/2025,12/31/2025,2402789,02/10/2025,,8528,MANUAL
0403424-2024-0009417,R,01/03/2025,2025,1,4,2598,0,0,0,2598,01/25/2025,12/31/2025,2372711,01/25/2025,,8529,MANUAL
0403424-2025-0009418,N,02/10/2025,2025,1,4,2428,0,0,0,2428,01/18/2025,12/31/2025,9963693,01/17/2025,,8530,MANUAL
0403424-2025-0009419,N,01/11/2025,2025,1,4,4678,0,0,0,4678,01/22/2025,12/31/2025,9944373,01/11/2025,,8531,MANUAL
0403424-2025-0009420,N,01/22/2025,2025,1,4,12340,0,0,0,12340,01/28/2025,12/31/2025,9946978,01/11/2025,,8532,MANUAL
0403424-2025-0009421,N,01/22/2025,2025,1,4,5478,0,0,0,5478,01/11/2025,12/31/2025,9947017,01/11/2025,,8533,MANUAL
0403424-2025-0009422,N,01/28/2025,2025,1,4,2828,0,0,0,2828,01/11/2025,12/31/2025,9947024,01/11/2025,,8534,MANUAL
0403424-2025-0009426,N,01/30/2025,2025,1,4,3053,0,0,0,3053,01/11/2025,12/31/2025,9947025,01/11/2025,,8538,MANUAL
0403424-2024-0009427,R,01/28/2025,2025,1,4,7398,0,0,0,7398,01/28/2025,12/31/2025,2371811,01/28/2025,,8539,MANUAL
0403424-2024-0009430,R,01/09/2025,2025,1,4,9884,0,0,0,9884,01/11/2025,12/31/2025,9947007,01/11/2025,,8542,MANUAL
0403424-2024-0009431,R,01/11/2025,2025,1,4,3266,0,0,0,3266,01/31/2025,12/31/2025,2370137,01/31/2025,,8543,MANUAL
0403424-2025-0009432,N,01/13/2025,2025,1,4,4378,0,0,0,4378,01/21/2025,12/31/2025,9946477,01/13/2025,,8544,MANUAL
0403424-2024-0009433,R,02/03/2025,2025,1,4,4068,0,0,0,4068,02/03/2025,12/31/2025,2372158,02/03/2025,,8545,MANUAL
0403424-2024-0009434,R,01/07/2025,2025,1,4,3448,0,0,0,3448,01/20/2025,12/31/2025,9946603,01/07/2025,,8546,MANUAL
0403424-2025-0009437,N,03/19/2025,2025,1,4,10403,0,0,0,10403,01/14/2025,12/31/2025,9963470,01/14/2025,,8549,MANUAL
0403424-2024-0009438,R,01/28/2025,2025,1,4,4888,0,0,0,4888,01/17/2025,12/31/2025,9963664,01/17/2025,,8550,MANUAL
0403424-2024-0009441,R,01/17/2025,2025,1,4,3398,0,0,0,3398,01/17/2025,12/31/2025,9962701,01/17/2025,,8553,MANUAL
0403424-2024-0009442,R,01/25/2025,2025,1,4,4009.38,0,0,0,4009.38,01/30/2025,12/31/2025,2369277,01/30/2025,,8554,MANUAL
0403424-2024-0009444,R,01/14/2025,2025,1,4,5328.5,0,0,0,5328.5,05/09/2025,12/31/2025,1445188,05/08/2025,,8556,MANUAL
0403424-2024-0009445,R,01/10/2025,2025,1,4,4278,0,0,0,4278,01/17/2025,12/31/2025,9966143,01/16/2025,,8557,MANUAL
0403424-2024-0009446,R,01/20/2025,2025,1,4,2773.53,0,0,0,2773.53,04/08/2025,12/31/2025,2372606,04/08/2025,,8558,MANUAL
0403424-2025-0009447,N,01/14/2025,2025,1,4,3078,0,0,0,3078,01/20/2025,12/31/2025,9963710,01/17/2025,,8559,MANUAL
0403424-2025-0009448,N,01/14/2025,2025,1,4,1563,0,0,0,1563,01/14/2025,12/31/2025,9963455,01/14/2025,,8560,MANUAL
0403424-2024-0009449,R,01/30/2025,2025,1,4,4903.31,0,0,0,4903.31,05/19/2025,12/31/2025,1445205,05/19/2025,,8561,MANUAL
0403424-2024-0009452,R,04/11/2025,2025,1,4,3855.5,0,0,0,3855.5,05/27/2025,12/31/2025,2448186,04/30/2025,,8564,MANUAL
0403424-2025-0009454,N,01/14/2025,2025,1,4,6028,0,0,0,6028,01/16/2025,12/31/2025,9963475,01/14/2025,,8566,MANUAL
0403424-2025-0009455,N,01/25/2025,2025,1,4,3128,0,0,0,3128,01/14/2025,12/31/2025,9961859,01/14/2025,,8567,MANUAL
0403424-2024-0009456,R,01/03/2025,2025,1,4,28873.02,0,0,0,28873.02,07/07/2025,12/31/2025,1445445,03/30/2025,,8568,MANUAL
0403424-2025-0009458,N,01/27/2025,2025,1,4,2828,0,0,0,2828,01/14/2025,12/31/2025,9961872,01/14/2025,,8570,MANUAL
0403424-2025-0009460,N,01/14/2025,2025,1,4,8982.21,0,0,0,8982.21,01/14/2025,12/31/2025,9963500,01/14/2025,,8572,MANUAL
0403424-2024-0009461,R,01/23/2025,2025,1,4,3718,0,0,0,3718,01/18/2025,12/31/2025,963126,01/18/2025,,8573,MANUAL
0403424-2024-0009462,R,02/12/2025,2025,1,4,3883,0,0,0,3883,02/12/2025,12/31/2025,2389907,02/12/2025,,8574,MANUAL
0403424-2024-0009463,R,01/23/2025,2025,1,4,4123,0,0,0,4123,01/23/2025,12/31/2025,9964183,01/23/2025,,8575,MANUAL
0403424-2024-0009465,R,03/18/2025,2025,1,4,14070,0,0,0,14070,01/30/2025,12/31/2025,2371997,01/30/2025,,8577,MANUAL
0403424-2024-0009467,R,01/17/2025,2025,1,4,4278,0,0,0,4278,01/31/2025,12/31/2025,2387361,01/31/2025,,8579,MANUAL
0403424-2025-0009470,N,01/14/2025,2025,1,4,3028,0,0,0,3028,01/14/2025,12/31/2025,9961873,01/14/2025,,8582,MANUAL
0403424-2024-0009471,R,01/30/2025,2025,1,4,108176.86,0,0,0,108176.86,01/31/2025,12/31/2025,2387358,01/31/2025,,8583,MANUAL
0403424-2024-0009476,R,01/21/2025,2025,1,4,5756,0,0,0,5756,01/21/2025,12/31/2025,9963940,01/21/2025,,8588,MANUAL
0403424-2024-0009477,R,01/25/2025,2025,1,4,12258,0,0,0,12258,01/20/2025,12/31/2025,9963186,01/20/2025,,8589,MANUAL
0403424-2024-0009478,R,01/22/2025,2025,1,4,3900.5,0,0,0,3900.5,01/22/2025,12/31/2025,9944792,01/22/2025,,8590,MANUAL
0403424-2024-0009480,R,01/14/2025,2025,1,4,3448,0,0,0,3448,01/14/2025,12/31/2025,9961887,01/14/2025,,8592,MANUAL
0403424-2024-0009481,R,01/03/2025,2025,1,4,4653,0,0,0,4653,01/16/2025,12/31/2025,5457769,01/16/2025,,8593,MANUAL
0403424-2024-0009482,R,01/18/2025,2025,1,4,3166,0,0,0,3166,01/31/2025,12/31/2025,2389654,01/31/2025,,8594,MANUAL
0403424-2024-0009483,R,01/10/2025,2025,1,4,3858,0,0,0,3858,01/16/2025,12/31/2025,9962405,01/16/2025,,8595,MANUAL
0403424-2024-0009485,R,01/11/2025,2025,1,4,24980,0,0,0,24980,01/11/2025,12/31/2025,9947016,01/11/2025,,8597,MANUAL
0403424-2024-0009487,R,01/20/2025,2025,1,4,6988,0,0,0,6988,01/24/2025,12/31/2025,9979517,01/23/2025,,8599,MANUAL
0403424-2024-0009488,R,01/18/2025,2025,1,4,5083,0,0,0,5083,01/28/2025,12/31/2025,2373096,01/28/2025,,8600,MANUAL
0403424-2024-0009489,R,01/27/2025,2025,1,4,6098,0,0,0,6098,01/27/2025,12/31/2025,2379411,01/27/2025,,8601,MANUAL
0403424-2024-0009490,R,01/03/2025,2025,1,4,3923,0,0,0,3923,01/04/2025,12/31/2025,5814156,01/03/2025,,8602,MANUAL
0403424-2024-0009492,R,01/20/2025,2025,1,4,3123,0,0,0,3123,01/23/2025,12/31/2025,9962287,01/16/2025,,8604,MANUAL
0403424-2024-0009493,R,02/19/2025,2025,1,4,4018,0,0,0,4018,01/13/2025,12/31/2025,9963435,01/13/2025,,8605,MANUAL
0403424-2024-0009495,R,01/28/2025,2025,1,4,4265,0,0,0,4265,01/30/2025,12/31/2025,2386133,01/30/2025,,8607,MANUAL
0403424-2024-0009496,R,01/28/2025,2025,1,4,4178,0,0,0,4178,02/03/2025,12/31/2025,9979614,01/24/2025,,8608,MANUAL
0403424-2024-0009499,R,01/14/2025,2025,1,4,5753,0,0,0,5753,01/14/2025,12/31/2025,9963482,01/14/2025,,8611,MANUAL
0403424-2024-0009500,R,01/30/2025,2025,1,4,4896,0,0,0,4896,02/10/2025,12/31/2025,2387095,01/30/2025,,8612,MANUAL
0403424-2024-0009501,R,02/28/2025,2025,1,4,5336.88,0,0,0,5336.88,02/28/2025,12/31/2025,2390065,02/28/2025,,8613,MANUAL
0403424-2024-0009502,R,01/07/2025,2025,1,4,8243,0,0,0,8243,01/07/2025,12/31/2025,9946659,01/07/2025,,8614,MANUAL
0403424-2024-0009505,R,01/08/2025,2025,1,4,24094,0,0,0,24094,01/24/2025,12/31/2025,9961883,01/14/2025,,8617,MANUAL
0403424-2024-0009509,R,02/18/2025,2025,1,4,8111.75,0,0,0,8111.75,02/19/2025,12/31/2025,2372231,02/18/2025,,8622,MANUAL
0403424-2024-0009510,R,01/08/2025,2025,1,4,9111.75,0,0,0,9111.75,02/19/2025,12/31/2025,2372232,02/18/2025,,8623,MANUAL
0403424-2024-0009511,R,01/28/2025,2025,1,4,2698,0,0,0,2698,01/16/2025,12/31/2025,9963384,01/11/2025,,8624,MANUAL
0403424-2024-0009512,R,01/03/2025,2025,1,4,8799.25,0,0,0,8799.25,02/21/2025,12/31/2025,2390004,02/21/2025,,8625,MANUAL
0403424-2024-0009515,R,02/27/2025,2025,1,4,5653,0,0,0,5653,01/31/2025,12/31/2025,2373146,01/28/2025,,8628,MANUAL
0403424-2024-0009516,R,01/28/2025,2025,1,4,3408,0,0,0,3408,01/27/2025,12/31/2025,9944819,01/20/2025,,8629,MANUAL
0403424-2024-0009517,R,02/10/2025,2025,1,4,8743,0,0,0,8743,02/11/2025,12/31/2025,2402790,02/10/2025,,8630,MANUAL
0403424-2024-0009518,R,01/21/2025,2025,1,4,8798,0,0,0,8798,02/06/2025,12/31/2025,2389871,02/06/2025,,8631,MANUAL
0403424-2024-0009519,R,01/21/2025,2025,1,4,2054.75,0,0,0,2054.75,01/30/2025,12/31/2025,2373884,01/30/2025,,8632,MANUAL
0403424-2024-0009520,R,02/13/2025,2025,1,4,2725.5,0,0,0,2725.5,01/30/2025,12/31/2025,2373885,01/30/2025,,8633,MANUAL
0403424-2024-0009521,R,01/18/2025,2025,1,4,6048,0,0,0,6048,01/18/2025,12/31/2025,9963745,01/18/2025,,8634,MANUAL
0403424-2024-0009525,R,01/21/2025,2025,1,4,3848,0,0,0,3848,01/21/2025,12/31/2025,5457936,01/21/2025,,8638,MANUAL
0403424-2024-0009526,R,01/27/2025,2025,1,4,6169,0,0,0,6169,01/30/2025,12/31/2025,2373893,01/30/2025,,8639,MANUAL
0403424-2025-0009527,N,01/24/2025,2025,1,4,2828,0,0,0,2828,01/24/2025,12/31/2025,9979594,01/24/2025,,8640,MANUAL
0403424-2025-0009528,N,01/23/2025,2025,1,4,3468,0,0,0,3468,04/02/2025,12/31/2025,1396008,04/02/2025,,8641,MANUAL
0403424-2024-0009529,R,01/14/2025,2025,1,4,2254.75,0,0,0,2254.75,01/14/2025,12/31/2025,9966057,01/14/2025,,8642,MANUAL
0403424-2025-0009530,N,01/14/2025,2025,1,4,2328,0,0,0,2328,01/16/2025,12/31/2025,9966053,01/14/2025,,8643,MANUAL
0403424-2025-0009533,N,01/30/2025,2025,1,4,2448,0,0,0,2448,02/07/2025,12/31/2025,2389877,02/07/2025,,8646,MANUAL
0403424-2024-0009534,R,01/20/2025,2025,1,4,3518,0,0,0,3518,04/28/2025,12/31/2025,9963874,01/20/2025,,8647,MANUAL
0403424-2024-0009535,R,02/05/2025,2025,1,4,4778,0,0,0,4778,01/18/2025,12/31/2025,9966289,01/18/2025,,8648,MANUAL
0403424-2024-0009537,R,01/30/2025,2025,1,4,34267.84,0,0,0,34267.84,01/30/2025,12/31/2025,2379598,01/30/2025,,8650,MANUAL
0403424-2025-0009538,N,01/14/2025,2025,1,4,3698,0,0,0,3698,01/23/2025,12/31/2025,9964135,01/23/2025,,8651,MANUAL
0403424-2024-0009540,R,01/20/2025,2025,1,4,4534,0,0,0,4534,01/31/2025,12/31/2025,2387426,01/31/2025,,8653,MANUAL
0403424-2025-0009541,N,01/17/2025,2025,1,4,3078,0,0,0,3078,01/17/2025,12/31/2025,5454741,01/17/2025,,8654,MANUAL
0403424-2024-0009543,R,01/10/2025,2025,1,4,3648,0,0,0,3648,01/18/2025,12/31/2025,9963327,01/10/2025,,8656,MANUAL
0403424-2024-0009545,R,01/02/2025,2025,1,4,5146.75,0,0,0,5146.75,01/23/2025,12/31/2025,9979452,01/23/2025,,8658,MANUAL
0403424-2024-0009546,R,01/09/2025,2025,1,4,3548,0,0,0,3548,01/31/2025,12/31/2025,2379702,01/31/2025,,8659,MANUAL
0403424-2025-0009547,N,01/31/2025,2025,1,4,4748,0,0,0,4748,01/16/2025,12/31/2025,9962410,01/16/2025,,8660,MANUAL
0403424-2024-0009549,R,01/08/2025,2025,1,4,4544,0,0,0,4544,01/08/2025,12/31/2025,5812880,01/08/2025,,8662,MANUAL
0403424-2025-0009550,N,01/31/2025,2025,1,4,2678,0,0,0,2678,01/16/2025,12/31/2025,9966110,01/16/2025,,8663,MANUAL
0403424-2024-0009552,R,01/22/2025,2025,1,4,3398,0,0,0,3398,01/22/2025,12/31/2025,9964127,01/22/2025,,8665,MANUAL
0403424-2024-0009554,R,01/14/2025,2025,1,4,3718,0,0,0,3718,01/31/2025,12/31/2025,9978812,01/31/2025,,8667,MANUAL
0403424-2024-0009556,R,01/31/2025,2025,1,4,12678,0,0,0,12678,01/08/2025,12/31/2025,5812910,01/08/2025,,8669,MANUAL
0403424-2025-0009557,N,02/14/2025,2025,1,4,2328,0,0,0,2328,01/17/2025,12/31/2025,9963590,01/16/2025,,8670,MANUAL
0403424-2024-0009558,R,01/21/2025,2025,1,4,3518,0,0,0,3518,01/22/2025,12/31/2025,9964113,01/22/2025,,8671,MANUAL
0403424-2024-0009560,R,01/08/2025,2025,1,4,4256,0,0,0,4256,01/16/2025,12/31/2025,9963476,01/14/2025,,8673,MANUAL
0403424-2025-0009561,N,01/20/2025,2025,1,4,2148,0,0,0,2148,04/02/2025,12/31/2025,1396010,04/02/2025,,8674,MANUAL
0403424-2025-0009562,N,01/17/2025,2025,1,4,3948,0,0,0,3948,01/17/2025,12/31/2025,9962661,01/17/2025,,8675,MANUAL
0403424-2024-0009564,R,01/04/2025,2025,1,4,9153.64,0,0,0,9153.64,04/15/2025,12/31/2025,2448029,04/15/2025,,8677,MANUAL
0403424-2024-0009565,R,01/31/2025,2025,1,4,14648,0,0,0,14648,02/03/2025,12/31/2025,2369300,01/31/2025,,8678,MANUAL
0403424-2025-0009567,N,01/28/2025,2025,1,4,2753,0,0,0,2753,01/17/2025,12/31/2025,99446585,01/16/2025,,8680,MANUAL
0403424-2024-0009568,R,01/09/2025,2025,1,4,3196,0,0,0,3196,01/09/2025,12/31/2025,5812936,01/09/2025,,8681,MANUAL
0403424-2024-0009569,R,01/22/2025,2025,1,4,3398,0,0,0,3398,01/23/2025,12/31/2025,5457991,01/23/2025,,8682,MANUAL
0403424-2024-0009570,R,01/24/2025,2025,1,4,4965.72,0,0,0,4965.72,03/10/2025,12/31/2025,2372342,03/10/2025,,8684,MANUAL
0403424-2024-0009572,R,01/20/2025,2025,1,4,6878,0,0,0,6878,05/05/2025,12/31/2025,1445170,05/05/2025,,8686,MANUAL
